airline_id,dep_airport,des_airport,dep_name,dep_city,dep_country,dep_lat,dep_lng,total,des_name,des_city,des_country,airport_id,des_lat,des_lng,alt
UA,EWR,GCM,Newark Liberty International Airport,Newark,United States,40.69250107,-74.16870117,788,Owen Roberts International Airport,Georgetown,Cayman Islands,GCM,19.2928009,-81.35769653,8
LS,EWR,GLA,Newark Liberty International Airport,Newark,United States,40.69250107,-74.16870117,683,Glasgow International Airport,Glasgow,United Kingdom,GLA,55.87189865,-4.433060169,26
SV,JFK,MED,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,2,Prince Mohammad Bin Abdulaziz Airport,Madinah,Saudi Arabia,MED,24.5534,39.705101,2151
AC,LGA,YUL,La Guardia Airport,New York,United States,40.77719879,-73.87259674,18521,Montreal / Pierre Elliott Trudeau International Airport,Montreal,Canada,YUL,45.47060013,-73.74079895,118
DY,JFK,ARN,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,1536,Stockholm-Arlanda Airport,Stockholm,Sweden,ARN,59.65190125,17.91860008,137
DL,JFK,PSA,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,101,Pisa International Airport,Pisa,Italy,PSA,43.683899,10.3927,6
FX,EWR,YMX,Newark Liberty International Airport,Newark,United States,40.69250107,-74.16870117,51,Montreal International (Mirabel) Airport,Montreal,Canada,YMX,45.679501,-74.038696,270
DL,JFK,NCE,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,500,Nice-Côte d'Azur Airport,Nice,France,NCE,43.65840149,7.215869904,12
DL,JFK,CPH,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,1156,Copenhagen Kastrup Airport,Copenhagen,Denmark,CPH,55.61790085,12.65600014,17
AA,JFK,YYR,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,53,Goose Bay Airport,Goose Bay,Canada,YYR,53.31919861,-60.42580032,160
G3,JFK,PUJ,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,3067,Punta Cana International Airport,Punta Cana,Dominican Republic,PUJ,18.56739998,-68.36340332,47
G3,JFK,CCS,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,528,Simón Bolívar International Airport,Caracas,Venezuela,CCS,10.601194,-66.991222,234
CV,JFK,HKG,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,2717,Hong Kong International Airport,Hong Kong,Hong Kong,HKG,22.308901,113.915001,28
OZ,JFK,BRU,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,3031,Brussels Airport,Brussels,Belgium,BRU,50.90140152,4.48443985,184
UA,EWR,PLS,Newark Liberty International Airport,Newark,United States,40.69250107,-74.16870117,1179,Providenciales Airport,Providenciales,Turks and Caicos Islands,PLS,21.77359962,-72.26589966,15
DL,JFK,GUA,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,143,La Aurora Airport,Guatemala City,Guatemala,GUA,14.5833,-90.527496,4952
DL,JFK,YVR,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,1785,Vancouver International Airport,Vancouver,Canada,YVR,49.19390106,-123.1839981,14
C8,JFK,LUX,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,408,Luxembourg-Findel International Airport,Luxemburg,Luxembourg,LUX,49.6233333,6.2044444,1234
LS,EWR,LBA,Newark Liberty International Airport,Newark,United States,40.69250107,-74.16870117,4,Leeds Bradford Airport,Leeds,United Kingdom,LBA,53.86589813,-1.660570025,681
DL,JFK,LIR,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,843,Daniel Oduber Quiros International Airport,Liberia,Costa Rica,LIR,10.5933,-85.544403,270
UX,JFK,SDQ,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,6752,Las Américas International Airport,Santo Domingo,Dominican Republic,SDQ,18.42970085,-69.66889954,59
UA,EWR,SJD,Newark Liberty International Airport,Newark,United States,40.69250107,-74.16870117,403,Los Cabos International Airport,San Jose Del Cabo,Mexico,SJD,23.15180016,-109.7210007,374
QK,EWR,YYZ,Newark Liberty International Airport,Newark,United States,40.69250107,-74.16870117,34610,Lester B. Pearson International Airport,Toronto,Canada,YYZ,43.67720032,-79.63059998,569
UA,EWR,BON,Newark Liberty International Airport,Newark,United States,40.69250107,-74.16870117,90,Flamingo International Airport,Kralendijk,Netherlands Antilles,BON,12.13099957,-68.26850128,20
UA,EWR,BZE,Newark Liberty International Airport,Newark,United States,40.69250107,-74.16870117,92,Philip S. W. Goldson International Airport,Belize City,Belize,BZE,17.53910065,-88.30819702,15
G7,JFK,YQB,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,3231,Quebec Jean Lesage International Airport,Quebec,Canada,YQB,46.7911,-71.393303,244
DL,JFK,PVR,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,222,Licenciado Gustavo Díaz Ordaz International Airport,Puerto Vallarta,Mexico,PVR,20.68009949,-105.2539978,23
EV,EWR,YYT,Newark Liberty International Airport,Newark,United States,40.69250107,-74.16870117,700,St. John's International Airport,St. John's,Canada,YYT,47.61859894,-52.75189972,461
S5,EWR,YHZ,Newark Liberty International Airport,Newark,United States,40.69250107,-74.16870117,3458,Halifax / Stanfield International Airport,Halifax,Canada,YHZ,44.88079834,-63.50859833,477
CX,JFK,YYZ,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,34610,Lester B. Pearson International Airport,Toronto,Canada,YYZ,43.67720032,-79.63059998,569
RP,LGA,YHZ,La Guardia Airport,New York,United States,40.77719879,-73.87259674,3458,Halifax / Stanfield International Airport,Halifax,Canada,YHZ,44.88079834,-63.50859833,477
G7,LGA,YUL,La Guardia Airport,New York,United States,40.77719879,-73.87259674,18521,Montreal / Pierre Elliott Trudeau International Airport,Montreal,Canada,YUL,45.47060013,-73.74079895,118
UX,JFK,MAD,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,3671,Adolfo Suárez Madrid–Barajas Airport,Madrid,Spain,MAD,40.471926,-3.56264,1998
WS,EWR,YYC,Newark Liberty International Airport,Newark,United States,40.69250107,-74.16870117,1074,Calgary International Airport,Calgary,Canada,YYC,51.11389923,-114.0199966,3557
UA,EWR,UVF,Newark Liberty International Airport,Newark,United States,40.69250107,-74.16870117,635,Hewanorra International Airport,Hewandorra,Saint Lucia,UVF,13.7332,-60.952599,14
DL,JFK,SXM,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,1681,Princess Juliana International Airport,Philipsburg,Netherlands Antilles,SXM,18.04100037,-63.10889816,13
FI,EWR,KEF,Newark Liberty International Airport,Newark,United States,40.69250107,-74.16870117,1446,Keflavik International Airport,Keflavik,Iceland,KEF,63.98500061,-22.60560036,171
5C,JFK,LGG,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,201,Liège Airport,Liege,Belgium,LGG,50.63740158,5.443220139,659
EI,JFK,SNN,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,1749,Shannon Airport,Shannon,Ireland,SNN,52.702,-8.92482,46
5C,JFK,TLV,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,4143,Ben Gurion International Airport,Tel-aviv,Israel,TLV,32.01139832,34.88669968,135
UA,EWR,GUA,Newark Liberty International Airport,Newark,United States,40.69250107,-74.16870117,143,La Aurora Airport,Guatemala City,Guatemala,GUA,14.5833,-90.527496,4952
UA,EWR,POS,Newark Liberty International Airport,Newark,United States,40.69250107,-74.16870117,2322,Piarco International Airport,Port-of-spain,Trinidad and Tobago,POS,10.59539986,-61.33720016,58
LA,JFK,LIM,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,1340,Jorge Chávez International Airport,Lima,Peru,LIM,-12.0219,-77.114305,113
LY,JFK,LGG,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,201,Liège Airport,Liege,Belgium,LGG,50.63740158,5.443220139,659
UA,EWR,LIM,Newark Liberty International Airport,Newark,United States,40.69250107,-74.16870117,1340,Jorge Chávez International Airport,Lima,Peru,LIM,-12.0219,-77.114305,113
IG,JFK,PMO,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,65,Falcone–Borsellino Airport,Palermo,Italy,PMO,38.175999,13.091,65
SE,JFK,CDG,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,7711,Charles de Gaulle International Airport,Paris,France,CDG,49.012798,2.55,392
UA,EWR,POP,Newark Liberty International Airport,Newark,United States,40.69250107,-74.16870117,1262,Gregorio Luperon International Airport,Puerto Plata,Dominican Republic,POP,19.75790024,-70.56999969,15
UA,EWR,SAP,Newark Liberty International Airport,Newark,United States,40.69250107,-74.16870117,357,Ramón Villeda Morales International Airport,San Pedro Sula,Honduras,SAP,15.4526,-87.923599,91
BW,JFK,TAB,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,104,Tobago-Crown Point Airport,Scarborough,Trinidad and Tobago,TAB,11.14970016,-60.8321991,38
UA,EWR,ANU,Newark Liberty International Airport,Newark,United States,40.69250107,-74.16870117,897,V.C. Bird International Airport,Antigua,Antigua and Barbuda,ANU,17.1367,-61.792702,62
UA,EWR,SAL,Newark Liberty International Airport,Newark,United States,40.69250107,-74.16870117,1578,Monseñor Óscar Arnulfo Romero International Airport,San Salvador,El Salvador,SAL,13.4409,-89.055702,101
HY,JFK,RIX,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,140,Riga International Airport,Riga,Latvia,RIX,56.92359924,23.97109985,36
CV,JFK,MEX,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,5929,Licenciado Benito Juarez International Airport,Mexico City,Mexico,MEX,19.4363,-99.072098,7316
SV,JFK,RUH,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,261,King Khaled International Airport,Riyadh,Saudi Arabia,RUH,24.95759964,46.69879913,2049
DL,JFK,PUJ,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,3067,Punta Cana International Airport,Punta Cana,Dominican Republic,PUJ,18.56739998,-68.36340332,47
AA,JFK,SKB,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,187,Robert L. Bradshaw International Airport,Basse Terre,Saint Kitts and Nevis,SKB,17.31119919,-62.71870041,170
B6,JFK,LIR,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,843,Daniel Oduber Quiros International Airport,Liberia,Costa Rica,LIR,10.5933,-85.544403,270
UN,JFK,DME,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,56,Domodedovo International Airport,Moscow,Russia,DME,55.40879822,37.90629959,588
IG,JFK,NAP,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,63,Naples International Airport,Naples,Italy,NAP,40.886002,14.2908,294
DL,JFK,GEO,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,538,Cheddi Jagan International Airport,Georgetown,Guyana,GEO,6.498549938,-58.2541008,95
G7,LGA,YHZ,La Guardia Airport,New York,United States,40.77719879,-73.87259674,3458,Halifax / Stanfield International Airport,Halifax,Canada,YHZ,44.88079834,-63.50859833,477
DL,JFK,FCO,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,2982,Leonardo da Vinci–Fiumicino Airport,Rome,Italy,FCO,41.8002778,12.2388889,13
PK,JFK,KHI,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,142,Jinnah International Airport,Karachi,Pakistan,KHI,24.9065,67.160797,100
PK,JFK,LHE,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,142,Alama Iqbal International Airport,Lahore,Pakistan,LHE,31.52160072,74.4036026,712
RP,JFK,YUL,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,18521,Montreal / Pierre Elliott Trudeau International Airport,Montreal,Canada,YUL,45.47060013,-73.74079895,118
B6,JFK,GCM,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,788,Owen Roberts International Airport,Georgetown,Cayman Islands,GCM,19.2928009,-81.35769653,8
TA,JFK,SAP,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,357,Ramón Villeda Morales International Airport,San Pedro Sula,Honduras,SAP,15.4526,-87.923599,91
UA,EWR,NAS,Newark Liberty International Airport,Newark,United States,40.69250107,-74.16870117,3196,Lynden Pindling International Airport,Nassau,Bahamas,NAS,25.03899956,-77.46620178,16
5X,EWR,STN,Newark Liberty International Airport,Newark,United States,40.69250107,-74.16870117,216,London Stansted Airport,London,United Kingdom,STN,51.88499832,0.234999999,348
AC,EWR,YYZ,Newark Liberty International Airport,Newark,United States,40.69250107,-74.16870117,34610,Lester B. Pearson International Airport,Toronto,Canada,YYZ,43.67720032,-79.63059998,569
OZ,JFK,YNT,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,13,Yantai Laishan Airport,Yantai,China,YNT,37.40169907,121.3720016,59
OJ,JFK,KIN,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,2300,Norman Manley International Airport,Kingston,Jamaica,KIN,17.93569946,-76.78749847,10
FX,EWR,CDG,Newark Liberty International Airport,Newark,United States,40.69250107,-74.16870117,7711,Charles de Gaulle International Airport,Paris,France,CDG,49.012798,2.55,392
B6,JFK,LRM,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,236,Casa De Campo International Airport,La Romana,Dominican Republic,LRM,18.45070076,-68.91179657,240
UA,EWR,PAP,Newark Liberty International Airport,Newark,United States,40.69250107,-74.16870117,1661,Toussaint Louverture International Airport,Port-au-prince,Haiti,PAP,18.57999992,-72.29250336,122
B6,JFK,AZS,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,204,Samaná El Catey International Airport,Samana,Dominican Republic,AZS,19.2670002,-69.74199677,30
UA,EWR,LIR,Newark Liberty International Airport,Newark,United States,40.69250107,-74.16870117,843,Daniel Oduber Quiros International Airport,Liberia,Costa Rica,LIR,10.5933,-85.544403,270
AA,JFK,ANU,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,897,V.C. Bird International Airport,Antigua,Antigua and Barbuda,ANU,17.1367,-61.792702,62
UA,EWR,FCO,Newark Liberty International Airport,Newark,United States,40.69250107,-74.16870117,2982,Leonardo da Vinci–Fiumicino Airport,Rome,Italy,FCO,41.8002778,12.2388889,13
DL,JFK,PRG,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,280,Václav Havel Airport Prague,Prague,Czech Republic,PRG,50.1008,14.26,1247
TP,EWR,OPO,Newark Liberty International Airport,Newark,United States,40.69250107,-74.16870117,230,Francisco de Sá Carneiro Airport,Porto,Portugal,OPO,41.24810028,-8.681389809,228
BW,JFK,GND,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,305,Point Salines International Airport,Point Salines,Grenada,GND,12.00419998,-61.78620148,41
EQ,JFK,GYE,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,1024,José Joaquín de Olmedo International Airport,Guayaquil,Ecuador,GYE,-2.15741992,-79.88359833,19
DL,JFK,DKR,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,316,Léopold Sédar Senghor International Airport,Dakar,Senegal,DKR,14.73970032,-17.49020004,85
S5,EWR,YUL,Newark Liberty International Airport,Newark,United States,40.69250107,-74.16870117,18521,Montreal / Pierre Elliott Trudeau International Airport,Montreal,Canada,YUL,45.47060013,-73.74079895,118
KX,JFK,GCM,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,788,Owen Roberts International Airport,Georgetown,Cayman Islands,GCM,19.2928009,-81.35769653,8
UN,JFK,VKO,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,194,Vnukovo International Airport,Moscow,Russia,VKO,55.59149933,37.26150131,685
BW,JFK,GEO,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,538,Cheddi Jagan International Airport,Georgetown,Guyana,GEO,6.498549938,-58.2541008,95
LP,JFK,LIM,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,1340,Jorge Chávez International Airport,Lima,Peru,LIM,-12.0219,-77.114305,113
BA,JFK,SNN,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,1749,Shannon Airport,Shannon,Ireland,SNN,52.702,-8.92482,46
BA,JFK,LCY,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,468,London City Airport,London,United Kingdom,LCY,51.505299,0.055278,19
AV,JFK,MDE,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,485,Jose Maria Córdova International Airport,Rio Negro,Colombia,MDE,6.16454,-75.4231,6955
B6,JFK,CTG,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,321,Rafael Nuñez International Airport,Cartagena,Colombia,CTG,10.4424,-75.513,4
UA,EWR,STR,Newark Liberty International Airport,Newark,United States,40.69250107,-74.16870117,534,Stuttgart Airport,Stuttgart,Germany,STR,48.68989944,9.221960068,1276
LO,JFK,WAW,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,725,Warsaw Chopin Airport,Warsaw,Poland,WAW,52.16569901,20.96710014,362
RJ,JFK,AMM,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,467,Queen Alia International Airport,Amman,Jordan,AMM,31.72260094,35.99319839,2395
5X,EWR,CGN,Newark Liberty International Airport,Newark,United States,40.69250107,-74.16870117,307,Cologne Bonn Airport,Cologne,Germany,CGN,50.86589813,7.142739773,302
UA,EWR,TXL,Newark Liberty International Airport,Newark,United States,40.69250107,-74.16870117,1097,Berlin-Tegel Airport,Berlin,Germany,TXL,52.5597,13.2877,122
KU,JFK,LHR,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,20374,London Heathrow Airport,London,United Kingdom,LHR,51.4706,-0.461941,83
KU,JFK,KWI,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,312,Kuwait International Airport,Kuwait,Kuwait,KWI,29.22660065,47.96889877,206
W3,JFK,LOS,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,318,Murtala Muhammed International Airport,Lagos,Nigeria,LOS,6.577370167,3.321160078,135
AB,JFK,TXL,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,1097,Berlin-Tegel Airport,Berlin,Germany,TXL,52.5597,13.2877,122
SA,JFK,JNB,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,661,OR Tambo International Airport,Johannesburg,South Africa,JNB,-26.1392,28.246,5558
SA,JFK,DKR,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,316,Léopold Sédar Senghor International Airport,Dakar,Senegal,DKR,14.73970032,-17.49020004,85
B6,JFK,PLS,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,1179,Providenciales Airport,Providenciales,Turks and Caicos Islands,PLS,21.77359962,-72.26589966,15
DL,JFK,SJO,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,1798,Juan Santamaria International Airport,San Jose,Costa Rica,SJO,9.993860245,-84.20880127,3021
VV,JFK,KBP,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,26,Boryspil International Airport,Kiev,Ukraine,KBP,50.34500122,30.8946991,427
AB,JFK,DUS,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,1465,Düsseldorf Airport,Duesseldorf,Germany,DUS,51.289501,6.76678,147
CV,JFK,LUX,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,408,Luxembourg-Findel International Airport,Luxemburg,Luxembourg,LUX,49.6233333,6.2044444,1234
UA,EWR,BCN,Newark Liberty International Airport,Newark,United States,40.69250107,-74.16870117,1904,Barcelona International Airport,Barcelona,Spain,BCN,41.2971,2.07846,12
UA,EWR,HAM,Newark Liberty International Airport,Newark,United States,40.69250107,-74.16870117,580,Hamburg Airport,Hamburg,Germany,HAM,53.63040161,9.988229752,53
TA,EWR,SAL,Newark Liberty International Airport,Newark,United States,40.69250107,-74.16870117,1578,Monseñor Óscar Arnulfo Romero International Airport,San Salvador,El Salvador,SAL,13.4409,-89.055702,101
DL,JFK,ZRH,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,3248,Zürich Airport,Zurich,Switzerland,ZRH,47.464699,8.54917,1416
LR,JFK,SJO,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,1798,Juan Santamaria International Airport,San Jose,Costa Rica,SJO,9.993860245,-84.20880127,3021
DL,JFK,ATH,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,266,Eleftherios Venizelos International Airport,Athens,Greece,ATH,37.93640137,23.94449997,308
TP,EWR,LIS,Newark Liberty International Airport,Newark,United States,40.69250107,-74.16870117,1235,Humberto Delgado Airport (Lisbon Portela Airport),Lisbon,Portugal,LIS,38.7813,-9.13592,374
UA,EWR,PUJ,Newark Liberty International Airport,Newark,United States,40.69250107,-74.16870117,3067,Punta Cana International Airport,Punta Cana,Dominican Republic,PUJ,18.56739998,-68.36340332,47
UA,EWR,BFS,Newark Liberty International Airport,Newark,United States,40.69250107,-74.16870117,555,Belfast International Airport,Belfast,United Kingdom,BFS,54.65750122,-6.215829849,268
UA,EWR,MAD,Newark Liberty International Airport,Newark,United States,40.69250107,-74.16870117,3671,Adolfo Suárez Madrid–Barajas Airport,Madrid,Spain,MAD,40.471926,-3.56264,1998
AZ,JFK,MXP,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,2920,Malpensa International Airport,Milano,Italy,MXP,45.6306,8.72811,768
DL,JFK,VCE,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,529,Venice Marco Polo Airport,Venice,Italy,VCE,45.505299,12.3519,7
SQ,EWR,SIN,Newark Liberty International Airport,Newark,United States,40.69250107,-74.16870117,562,Singapore Changi Airport,Singapore,Singapore,SIN,1.35019,103.994003,22
SK,EWR,OSL,Newark Liberty International Airport,Newark,United States,40.69250107,-74.16870117,1453,Oslo Lufthavn,Oslo,Norway,OSL,60.121,11.0502,681
AA,JFK,DUB,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,3258,Dublin Airport,Dublin,Ireland,DUB,53.421299,-6.27007,242
UA,EWR,ARN,Newark Liberty International Airport,Newark,United States,40.69250107,-74.16870117,1536,Stockholm-Arlanda Airport,Stockholm,Sweden,ARN,59.65190125,17.91860008,137
SV,JFK,JED,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,449,King Abdulaziz International Airport,Jeddah,Saudi Arabia,JED,21.6796,39.156502,48
AR,JFK,EZE,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,1295,Ministro Pistarini International Airport,Buenos Aires,Argentina,EZE,-34.8222,-58.5358,67
B6,JFK,UVF,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,635,Hewanorra International Airport,Hewandorra,Saint Lucia,UVF,13.7332,-60.952599,14
B6,JFK,BDA,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,3146,L.F. Wade International International Airport,Bermuda,Bermuda,BDA,32.36399841,-64.67870331,12
DL,EWR,AMS,Newark Liberty International Airport,Newark,United States,40.69250107,-74.16870117,3750,Amsterdam Airport Schiphol,Amsterdam,Netherlands,AMS,52.308601,4.76389,-11
DL,JFK,ACC,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,637,Kotoka International Airport,Accra,Ghana,ACC,5.6051898,-0.166786,205
DL,JFK,BCN,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,1904,Barcelona International Airport,Barcelona,Spain,BCN,41.2971,2.07846,12
AT,JFK,CMN,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,712,Mohammed V International Airport,Casablanca,Morocco,CMN,33.36750031,-7.589970112,656
AA,JFK,CCS,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,528,Simón Bolívar International Airport,Caracas,Venezuela,CCS,10.601194,-66.991222,234
UA,EWR,IST,Newark Liberty International Airport,Newark,United States,40.69250107,-74.16870117,2630,Istanbul Airport,Istanbul,Turkey,IST,41.275278,28.751944,325
DL,JFK,MAD,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,3671,Adolfo Suárez Madrid–Barajas Airport,Madrid,Spain,MAD,40.471926,-3.56264,1998
UA,EWR,LIS,Newark Liberty International Airport,Newark,United States,40.69250107,-74.16870117,1235,Humberto Delgado Airport (Lisbon Portela Airport),Lisbon,Portugal,LIS,38.7813,-9.13592,374
B6,JFK,SXM,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,1681,Princess Juliana International Airport,Philipsburg,Netherlands Antilles,SXM,18.04100037,-63.10889816,13
UA,EWR,MXP,Newark Liberty International Airport,Newark,United States,40.69250107,-74.16870117,2920,Malpensa International Airport,Milano,Italy,MXP,45.6306,8.72811,768
SK,EWR,ARN,Newark Liberty International Airport,Newark,United States,40.69250107,-74.16870117,1536,Stockholm-Arlanda Airport,Stockholm,Sweden,ARN,59.65190125,17.91860008,137
BR,JFK,TPE,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,522,Taiwan Taoyuan International Airport,Taipei,Taiwan,TPE,25.0777,121.233002,106
UA,EWR,MUC,Newark Liberty International Airport,Newark,United States,40.69250107,-74.16870117,2057,Munich Airport,Munich,Germany,MUC,48.353802,11.7861,1487
AA,JFK,BGI,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,1299,Sir Grantley Adams International Airport,Bridgetown,Barbados,BGI,13.07460022,-59.49250031,169
RS,EWR,YYZ,Newark Liberty International Airport,Newark,United States,40.69250107,-74.16870117,34610,Lester B. Pearson International Airport,Toronto,Canada,YYZ,43.67720032,-79.63059998,569
AA,JFK,BCN,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,1904,Barcelona International Airport,Barcelona,Spain,BCN,41.2971,2.07846,12
B6,JFK,BGI,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,1299,Sir Grantley Adams International Airport,Bridgetown,Barbados,BGI,13.07460022,-59.49250031,169
UA,EWR,GVA,Newark Liberty International Airport,Newark,United States,40.69250107,-74.16870117,1381,Geneva Cointrin International Airport,Geneva,Switzerland,GVA,46.23809814,6.108950138,1411
DL,EWR,CDG,Newark Liberty International Airport,Newark,United States,40.69250107,-74.16870117,7711,Charles de Gaulle International Airport,Paris,France,CDG,49.012798,2.55,392
LY,EWR,TLV,Newark Liberty International Airport,Newark,United States,40.69250107,-74.16870117,4143,Ben Gurion International Airport,Tel-aviv,Israel,TLV,32.01139832,34.88669968,135
LH,JFK,MUC,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,2057,Munich Airport,Munich,Germany,MUC,48.353802,11.7861,1487
JJ,JFK,GIG,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,1385,Rio Galeão – Tom Jobim International Airport,Rio De Janeiro,Brazil,GIG,-22.80999947,-43.25055695,28
MS,JFK,CAI,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,678,Cairo International Airport,Cairo,Egypt,CAI,30.12190056,31.40559959,382
DL,LGA,BDA,La Guardia Airport,New York,United States,40.77719879,-73.87259674,3146,L.F. Wade International International Airport,Bermuda,Bermuda,BDA,32.36399841,-64.67870331,12
UA,EWR,BHX,Newark Liberty International Airport,Newark,United States,40.69250107,-74.16870117,649,Birmingham International Airport,Birmingham,United Kingdom,BHX,52.45389938,-1.748029947,327
UA,EWR,HKG,Newark Liberty International Airport,Newark,United States,40.69250107,-74.16870117,2717,Hong Kong International Airport,Hong Kong,Hong Kong,HKG,22.308901,113.915001,28
UA,EWR,BDA,Newark Liberty International Airport,Newark,United States,40.69250107,-74.16870117,3146,L.F. Wade International International Airport,Bermuda,Bermuda,BDA,32.36399841,-64.67870331,12
UA,EWR,GLA,Newark Liberty International Airport,Newark,United States,40.69250107,-74.16870117,683,Glasgow International Airport,Glasgow,United Kingdom,GLA,55.87189865,-4.433060169,26
UA,EWR,OSL,Newark Liberty International Airport,Newark,United States,40.69250107,-74.16870117,1453,Oslo Lufthavn,Oslo,Norway,OSL,60.121,11.0502,681
